"","year","inst","numx","men","women","major","stem"
"2959",1986,"Total",15,75353,295,"Mechanical engineering","STEM"
"2960",1986,"Total",16,95236,2363,"Telecommunications engineering","STEM"
"2961",1986,"Total",17,73816,2260,"Civil engineering","STEM"
"2962",1986,"Total",18,38329,2761,"Applied chemistry","STEM"
"2963",1986,"Total",19,5757,330,"Applied science","STEM"
"2964",1986,"Total",20,1535,26,"Nuclear engineering","STEM"
"2965",1986,"Total",21,1615,56,"Mining engineering","STEM"
"2966",1986,"Total",22,7188,98,"Metallurgical engineering","STEM"
"2967",1986,"Total",23,1831,182,"Textile engineering","STEM"
"2968",1986,"Total",24,1004,11,"Marine engineering","STEM"
"2969",1986,"Total",25,2506,48,"Aeronautical engineering","STEM"
"2970",1986,"Total",26,18428,870,"Engineering management","STEM"
"2971",1986,"Total",27,1060,184,"Crafts","STEM"
"2972",1986,"Total",28,15856,581,"Engineering: Others","STEM"
"2973",1986,"Total",29,11010,1934,"Agricultural sciences","STEM"
"2974",1986,"Total",30,8188,2217,"Agricultural chemistry","STEM"
"2975",1986,"Total",31,5481,128,"Agricultural engineering","STEM"
"2976",1986,"Total",32,5401,401,"Agricultural economics","STEM"
"2977",1986,"Total",33,3982,260,"Forestry","STEM"
"2978",1986,"Total",34,565,102,"Forest products","STEM"
"2979",1986,"Total",35,8105,2500,"Veterinary medicine","STEM"
"2980",1986,"Total",36,6378,489,"Fisheries science","STEM"
"2981",1986,"Total",37,2554,1097,"Agricultural sciences: Others","STEM"
"2982",1986,"Total",38,43369,9244,"Medicine","Health"
"2983",1986,"Total",39,16948,4180,"Dentistry","Health"
"2984",1986,"Total",40,14872,22226,"Pharmacy","Health"
"2985",1986,"Total",41,8,1047,"Nursing","Health"
"2986",1986,"Total",42,2520,4042,"Health: Others","Health"
"2987",1986,"Total",43,1494,58,"Merchant marine","Non-STEM"
"2988",1986,"Total",44,0,9277,"Home economics","Non-STEM"
"2989",1986,"Total",45,122,8760,"Food science","Non-STEM"
"2990",1986,"Total",46,3,6775,"Clothing","Non-STEM"
"2991",1986,"Total",47,60,997,"Housing","Non-STEM"
"2992",1986,"Total",48,70,6829,"Child","Non-STEM"
"2993",1986,"Total",49,9086,11129,"Pedagogy","Non-STEM"
"2994",1986,"Total",50,21523,28096,"Elementary school education","Non-STEM"
"2995",1986,"Total",51,10026,7755,"Junior high school education","Non-STEM"
"2996",1986,"Total",52,56,26,"High school education","Non-STEM"
"2997",1986,"Total",53,2986,2664,"Specialized subjects education","Non-STEM"
"2998",1986,"Total",54,32,87,"Visually impaired education","Non-STEM"
"2999",1986,"Total",55,92,254,"Deaf education","Non-STEM"
"3000",1986,"Total",56,1369,3053,"Special school education","Non-STEM"
"3001",1986,"Total",57,393,3193,"Kindergarten education","Non-STEM"
"3002",1986,"Total",58,15713,5982,"Physical education","Non-STEM"
"3003",1986,"Total",59,3721,9257,"Pedagogy: Others","Non-STEM"
"3004",1986,"Total",60,3075,2822,"Fine arts","Non-STEM"
"3005",1986,"Total",61,3989,3073,"Design","Non-STEM"
"3006",1986,"Total",62,2469,18982,"Music","Non-STEM"
"3007",1986,"Total",63,6711,4077,"Fine arts: Others","Non-STEM"
"3008",1986,"Total",64,1790,1849,"Liberal arts","Non-STEM"
"3009",1986,"Total",65,772,361,"General science","Non-STEM"
"3010",1986,"Total",66,3745,2554,"Liberal arts (humanities and social sciene)","Non-STEM"
"3011",1986,"Total",67,6818,691,"Liberal arts (science)","Non-STEM"
"3012",1986,"National",1,4981,7161,"Literature","Non-STEM"
"3013",1986,"National",2,1106,782,"History","Non-STEM"
"3014",1986,"National",3,723,484,"Philosophy","Non-STEM"
"3015",1986,"National",4,4926,4428,"Humanities: Others","Non-STEM"
"3016",1986,"National",5,16694,2718,"Law and politics","Non-STEM"
"3017",1986,"National",6,32734,3591,"Commerce and economics","Non-STEM"
"3018",1986,"National",7,1054,332,"Sociology","Non-STEM"
"3019",1986,"National",8,2781,691,"Social sciences: Others","Non-STEM"
"3020",1986,"National",9,3786,960,"Mathematics","STEM"
"3021",1986,"National",10,4721,514,"Physics","STEM"
"3022",1986,"National",11,3586,1266,"Chemistry","STEM"
"3023",1986,"National",12,2570,1043,"Biology","STEM"
"3024",1986,"National",13,2029,336,"Geography","STEM"
"3025",1986,"National",14,2964,410,"Physical sciences: Others","STEM"
"3026",1986,"National",15,21033,92,"Mechanical engineering","STEM"
"3027",1986,"National",16,25328,859,"Telecommunications engineering","STEM"
"3028",1986,"National",17,15132,585,"Civil engineering","STEM"
"3029",1986,"National",18,17668,1468,"Applied chemistry","STEM"
"3030",1986,"National",19,2869,96,"Applied science","STEM"
"3031",1986,"National",20,731,15,"Nuclear engineering","STEM"
"3032",1986,"National",21,1371,34,"Mining engineering","STEM"
"3033",1986,"National",22,3837,68,"Metallurgical engineering","STEM"
"3034",1986,"National",23,1831,182,"Textile engineering","STEM"
"3035",1986,"National",24,460,6,"Marine engineering","STEM"
"3036",1986,"National",25,351,3,"Aeronautical engineering","STEM"
"3037",1986,"National",26,426,29,"Engineering management","STEM"
"3038",1986,"National",27,648,142,"Crafts","STEM"
"3039",1986,"National",28,10694,403,"Engineering: Others","STEM"
"3040",1986,"National",29,5306,1199,"Agricultural sciences","STEM"
"3041",1986,"National",30,4030,1254,"Agricultural chemistry","STEM"
"3042",1986,"National",31,3705,91,"Agricultural engineering","STEM"
"3043",1986,"National",32,822,161,"Agricultural economics","STEM"
"3044",1986,"National",33,2358,198,"Forestry","STEM"
"3045",1986,"National",34,565,102,"Forest products","STEM"
"3046",1986,"National",35,2683,848,"Veterinary medicine","STEM"
"3047",1986,"National",36,3294,335,"Fisheries science","STEM"
"3048",1986,"National",37,1917,585,"Agricultural sciences: Others","STEM"
"3049",1986,"National",38,23738,4064,"Medicine","Health"
"3050",1986,"National",39,4313,972,"Dentistry","Health"
"3051",1986,"National",40,1839,2512,"Pharmacy","Health"
"3052",1986,"National",41,1,345,"Nursing","Health"
"3053",1986,"National",42,615,544,"Health: Others","Health"
"3054",1986,"National",43,1494,58,"Merchant marine","Non-STEM"
"3055",1986,"National",44,0,242,"Home economics","Non-STEM"
"3056",1986,"National",45,0,265,"Food science","Non-STEM"
"3057",1986,"National",46,0,261,"Clothing","Non-STEM"
"3058",1986,"National",47,0,138,"Housing","Non-STEM"
"3059",1986,"National",48,0,147,"Child","Non-STEM"
"3060",1986,"National",49,1671,1717,"Pedagogy","Non-STEM"
"3061",1986,"National",50,21523,28096,"Elementary school education","Non-STEM"
"3062",1986,"National",51,10026,7755,"Junior high school education","Non-STEM"
"3063",1986,"National",52,56,26,"High school education","Non-STEM"
"3064",1986,"National",53,2986,2664,"Specialized subjects education","Non-STEM"
"3065",1986,"National",54,32,87,"Visually impaired education","Non-STEM"
"3066",1986,"National",55,92,254,"Deaf education","Non-STEM"
"3067",1986,"National",56,1369,3053,"Special school education","Non-STEM"
"3068",1986,"National",57,393,3193,"Kindergarten education","Non-STEM"
"3069",1986,"National",58,373,109,"Physical education","Non-STEM"
"3070",1986,"National",59,945,1938,"Pedagogy: Others","Non-STEM"
"3071",1986,"National",60,287,125,"Fine arts","Non-STEM"
"3072",1986,"National",61,130,77,"Design","Non-STEM"
"3073",1986,"National",62,323,662,"Music","Non-STEM"
"3074",1986,"National",63,422,286,"Fine arts: Others","Non-STEM"
"3075",1986,"National",64,534,275,"Liberal arts","Non-STEM"
"3076",1986,"National",65,518,278,"General science","Non-STEM"
"3077",1986,"National",66,3601,914,"Liberal arts (humanities and social sciene)","Non-STEM"
"3078",1986,"National",67,5816,587,"Liberal arts (science)","Non-STEM"
"3079",1986,"Public",1,2810,6524,"Literature","Non-STEM"
"3080",1986,"Public",2,75,86,"History","Non-STEM"
"3081",1986,"Public",3,16,140,"Philosophy","Non-STEM"
"3082",1986,"Public",4,393,576,"Humanities: Others","Non-STEM"
"3083",1986,"Public",5,1920,393,"Law and politics","Non-STEM"
"3084",1986,"Public",6,11857,1846,"Commerce and economics","Non-STEM"
"3085",1986,"Public",7,183,643,"Sociology","Non-STEM"
"3086",1986,"Public",8,0,0,"Social sciences: Others","Non-STEM"
"3087",1986,"Public",9,178,42,"Mathematics","STEM"
"3088",1986,"Public",10,299,21,"Physics","STEM"
"3089",1986,"Public",11,224,79,"Chemistry","STEM"
"3090",1986,"Public",12,134,46,"Biology","STEM"
"3091",1986,"Public",13,124,12,"Geography","STEM"
"3092",1986,"Public",14,306,282,"Physical sciences: Others","STEM"
"3093",1986,"Public",15,1297,7,"Mechanical engineering","STEM"
"3094",1986,"Public",16,1342,46,"Telecommunications engineering","STEM"
"3095",1986,"Public",17,709,43,"Civil engineering","STEM"
"3096",1986,"Public",18,906,67,"Applied chemistry","STEM"
"3097",1986,"Public",19,181,7,"Applied science","STEM"
"3098",1986,"Public",20,0,0,"Nuclear engineering","STEM"
"3099",1986,"Public",21,0,0,"Mining engineering","STEM"
"3100",1986,"Public",22,449,2,"Metallurgical engineering","STEM"
"3101",1986,"Public",23,0,0,"Textile engineering","STEM"
"3102",1986,"Public",24,136,3,"Marine engineering","STEM"
"3103",1986,"Public",25,166,3,"Aeronautical engineering","STEM"
"3104",1986,"Public",26,188,8,"Engineering management","STEM"
"3105",1986,"Public",27,0,0,"Crafts","STEM"
"3106",1986,"Public",28,0,0,"Engineering: Others","STEM"
"3107",1986,"Public",29,345,82,"Agricultural sciences","STEM"
"3108",1986,"Public",30,236,69,"Agricultural chemistry","STEM"
"3109",1986,"Public",31,123,17,"Agricultural engineering","STEM"
"3110",1986,"Public",32,0,0,"Agricultural economics","STEM"
"3111",1986,"Public",33,165,13,"Forestry","STEM"
"3112",1986,"Public",34,0,0,"Forest products","STEM"
"3113",1986,"Public",35,96,81,"Veterinary medicine","STEM"
"3114",1986,"Public",36,0,0,"Fisheries science","STEM"
"3115",1986,"Public",37,0,0,"Agricultural sciences: Others","STEM"
"3116",1986,"Public",38,3388,821,"Medicine","Health"
"3117",1986,"Public",39,567,181,"Dentistry","Health"
"3118",1986,"Public",40,721,661,"Pharmacy","Health"
"3119",1986,"Public",41,0,98,"Nursing","Health"
"3120",1986,"Public",42,0,0,"Health: Others","Health"
"3121",1986,"Public",43,0,0,"Merchant marine","Non-STEM"
"3122",1986,"Public",44,0,890,"Home economics","Non-STEM"
"3123",1986,"Public",45,3,880,"Food science","Non-STEM"
"3124",1986,"Public",46,3,520,"Clothing","Non-STEM"
"3125",1986,"Public",47,60,150,"Housing","Non-STEM"
"3126",1986,"Public",48,0,248,"Child","Non-STEM"
"3127",1986,"Public",49,0,0,"Pedagogy","Non-STEM"
"3128",1986,"Public",50,0,0,"Elementary school education","Non-STEM"
"3129",1986,"Public",51,0,0,"Junior high school education","Non-STEM"
"3130",1986,"Public",52,0,0,"High school education","Non-STEM"
"3131",1986,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"3132",1986,"Public",54,0,0,"Visually impaired education","Non-STEM"
"3133",1986,"Public",55,0,0,"Deaf education","Non-STEM"
"3134",1986,"Public",56,0,0,"Special school education","Non-STEM"
"3135",1986,"Public",57,0,0,"Kindergarten education","Non-STEM"
"3136",1986,"Public",58,0,0,"Physical education","Non-STEM"
"3137",1986,"Public",59,543,1008,"Pedagogy: Others","Non-STEM"
"3138",1986,"Public",60,461,401,"Fine arts","Non-STEM"
"3139",1986,"Public",61,261,154,"Design","Non-STEM"
"3140",1986,"Public",62,85,435,"Music","Non-STEM"
"3141",1986,"Public",63,45,130,"Fine arts: Others","Non-STEM"
"3142",1986,"Public",64,0,0,"Liberal arts","Non-STEM"
"3143",1986,"Public",65,254,83,"General science","Non-STEM"
"3144",1986,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"3145",1986,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"3146",1986,"Private",1,44775,100261,"Literature","Non-STEM"
"3147",1986,"Private",2,14342,10437,"History","Non-STEM"
"3148",1986,"Private",3,13950,7690,"Philosophy","Non-STEM"
"3149",1986,"Private",4,11610,14734,"Humanities: Others","Non-STEM"
"3150",1986,"Private",5,126758,14651,"Law and politics","Non-STEM"
"3151",1986,"Private",6,373363,22448,"Commerce and economics","Non-STEM"
"3152",1986,"Private",7,34237,18671,"Sociology","Non-STEM"
"3153",1986,"Private",8,10146,1131,"Social sciences: Others","Non-STEM"
"3154",1986,"Private",9,8625,2627,"Mathematics","STEM"
"3155",1986,"Private",10,8029,713,"Physics","STEM"
"3156",1986,"Private",11,7529,1761,"Chemistry","STEM"
"3157",1986,"Private",12,666,300,"Biology","STEM"
"3158",1986,"Private",13,546,89,"Geography","STEM"
"3159",1986,"Private",14,3104,385,"Physical sciences: Others","STEM"
"3160",1986,"Private",15,53023,196,"Mechanical engineering","STEM"
"3161",1986,"Private",16,68566,1458,"Telecommunications engineering","STEM"
"3162",1986,"Private",17,57975,1632,"Civil engineering","STEM"
"3163",1986,"Private",18,19755,1226,"Applied chemistry","STEM"
"3164",1986,"Private",19,2707,227,"Applied science","STEM"
"3165",1986,"Private",20,804,11,"Nuclear engineering","STEM"
"3166",1986,"Private",21,244,22,"Mining engineering","STEM"
"3167",1986,"Private",22,2902,28,"Metallurgical engineering","STEM"
"3168",1986,"Private",23,0,0,"Textile engineering","STEM"
"3169",1986,"Private",24,408,2,"Marine engineering","STEM"
"3170",1986,"Private",25,1989,42,"Aeronautical engineering","STEM"
"3171",1986,"Private",26,17814,833,"Engineering management","STEM"
"3172",1986,"Private",27,412,42,"Crafts","STEM"
"3173",1986,"Private",28,5162,178,"Engineering: Others","STEM"
"3174",1986,"Private",29,5359,653,"Agricultural sciences","STEM"
"3175",1986,"Private",30,3922,894,"Agricultural chemistry","STEM"
"3176",1986,"Private",31,1653,20,"Agricultural engineering","STEM"
"3177",1986,"Private",32,4579,240,"Agricultural economics","STEM"
"3178",1986,"Private",33,1459,49,"Forestry","STEM"
"3179",1986,"Private",34,0,0,"Forest products","STEM"
"3180",1986,"Private",35,5326,1571,"Veterinary medicine","STEM"
"3181",1986,"Private",36,3084,154,"Fisheries science","STEM"
"3182",1986,"Private",37,637,512,"Agricultural sciences: Others","STEM"
"3183",1986,"Private",38,16243,4359,"Medicine","Health"
"3184",1986,"Private",39,12068,3027,"Dentistry","Health"
"3185",1986,"Private",40,12312,19053,"Pharmacy","Health"
"3186",1986,"Private",41,7,604,"Nursing","Health"
"3187",1986,"Private",42,1905,3498,"Health: Others","Health"
"3188",1986,"Private",43,0,0,"Merchant marine","Non-STEM"
"3189",1986,"Private",44,0,8145,"Home economics","Non-STEM"
"3190",1986,"Private",45,119,7615,"Food science","Non-STEM"
"3191",1986,"Private",46,0,5994,"Clothing","Non-STEM"
"3192",1986,"Private",47,0,709,"Housing","Non-STEM"
"3193",1986,"Private",48,70,6434,"Child","Non-STEM"
"3194",1986,"Private",49,7415,9412,"Pedagogy","Non-STEM"
"3195",1986,"Private",50,0,0,"Elementary school education","Non-STEM"
"3196",1986,"Private",51,0,0,"Junior high school education","Non-STEM"
"3197",1986,"Private",52,0,0,"High school education","Non-STEM"
"3198",1986,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"3199",1986,"Private",54,0,0,"Visually impaired education","Non-STEM"
"3200",1986,"Private",55,0,0,"Deaf education","Non-STEM"
"3201",1986,"Private",56,0,0,"Special school education","Non-STEM"
"3202",1986,"Private",57,0,0,"Kindergarten education","Non-STEM"
"3203",1986,"Private",58,15340,5873,"Physical education","Non-STEM"
"3204",1986,"Private",59,2233,6311,"Pedagogy: Others","Non-STEM"
"3205",1986,"Private",60,2327,2296,"Fine arts","Non-STEM"
"3206",1986,"Private",61,3598,2842,"Design","Non-STEM"
"3207",1986,"Private",62,2061,17885,"Music","Non-STEM"
"3208",1986,"Private",63,6244,3661,"Fine arts: Others","Non-STEM"
"3209",1986,"Private",64,1256,1574,"Liberal arts","Non-STEM"
"3210",1986,"Private",65,0,0,"General science","Non-STEM"
"3211",1986,"Private",66,144,1640,"Liberal arts (humanities and social sciene)","Non-STEM"
"3212",1986,"Private",67,1002,104,"Liberal arts (science)","Non-STEM"
"3213",1987,"Total",1,52463,120322,"Literature","Non-STEM"
"3214",1987,"Total",2,15280,11659,"History","Non-STEM"
"3215",1987,"Total",3,14875,9005,"Philosophy","Non-STEM"
"3216",1987,"Total",4,16927,21756,"Humanities: Others","Non-STEM"
"3217",1987,"Total",5,148793,19898,"Law and politics","Non-STEM"
"3218",1987,"Total",6,427350,32007,"Commerce and economics","Non-STEM"
"3219",1987,"Total",7,36691,20588,"Sociology","Non-STEM"
"3220",1987,"Total",8,13342,2081,"Social sciences: Others","Non-STEM"
"3221",1987,"Total",9,12251,3511,"Mathematics","STEM"
"3222",1987,"Total",10,13207,1240,"Physics","STEM"
"3223",1987,"Total",11,11184,3086,"Chemistry","STEM"
"3224",1987,"Total",12,3386,1457,"Biology","STEM"
"3225",1987,"Total",13,2781,437,"Geography","STEM"
"3226",1987,"Total",14,7328,1208,"Physical sciences: Others","STEM"
"3227",1987,"Total",15,76698,356,"Mechanical engineering","STEM"
"3228",1987,"Total",16,98667,2478,"Telecommunications engineering","STEM"
"3229",1987,"Total",17,74465,2476,"Civil engineering","STEM"
"3230",1987,"Total",18,38307,2782,"Applied chemistry","STEM"
"3231",1987,"Total",19,5732,313,"Applied science","STEM"
"3232",1987,"Total",20,1525,20,"Nuclear engineering","STEM"
"3233",1987,"Total",21,1646,64,"Mining engineering","STEM"
"3234",1987,"Total",22,7336,100,"Metallurgical engineering","STEM"
"3235",1987,"Total",23,1793,182,"Textile engineering","STEM"
"3236",1987,"Total",24,970,13,"Marine engineering","STEM"
"3237",1987,"Total",25,2629,51,"Aeronautical engineering","STEM"
"3238",1987,"Total",26,19323,883,"Engineering management","STEM"
"3239",1987,"Total",27,1121,175,"Crafts","STEM"
"3240",1987,"Total",28,17730,655,"Engineering: Others","STEM"
"3241",1987,"Total",29,11037,2108,"Agricultural sciences","STEM"
"3242",1987,"Total",30,8297,2220,"Agricultural chemistry","STEM"
"3243",1987,"Total",31,5435,126,"Agricultural engineering","STEM"
"3244",1987,"Total",32,5263,426,"Agricultural economics","STEM"
"3245",1987,"Total",33,3872,324,"Forestry","STEM"
"3246",1987,"Total",34,556,119,"Forest products","STEM"
"3247",1987,"Total",35,7948,2525,"Veterinary medicine","STEM"
"3248",1987,"Total",36,6530,486,"Fisheries science","STEM"
"3249",1987,"Total",37,2944,1201,"Agricultural sciences: Others","STEM"
"3250",1987,"Total",38,42573,9826,"Medicine","Health"
"3251",1987,"Total",39,16583,4321,"Dentistry","Health"
"3252",1987,"Total",40,15017,22615,"Pharmacy","Health"
"3253",1987,"Total",41,9,1216,"Nursing","Health"
"3254",1987,"Total",42,2619,4169,"Health: Others","Health"
"3255",1987,"Total",43,1533,68,"Merchant marine","Non-STEM"
"3256",1987,"Total",44,38,9659,"Home economics","Non-STEM"
"3257",1987,"Total",45,140,8844,"Food science","Non-STEM"
"3258",1987,"Total",46,3,6955,"Clothing","Non-STEM"
"3259",1987,"Total",47,68,1146,"Housing","Non-STEM"
"3260",1987,"Total",48,64,6832,"Child","Non-STEM"
"3261",1987,"Total",49,8999,11613,"Pedagogy","Non-STEM"
"3262",1987,"Total",50,21023,28506,"Elementary school education","Non-STEM"
"3263",1987,"Total",51,10107,8063,"Junior high school education","Non-STEM"
"3264",1987,"Total",52,54,28,"High school education","Non-STEM"
"3265",1987,"Total",53,2963,2719,"Specialized subjects education","Non-STEM"
"3266",1987,"Total",54,37,84,"Visually impaired education","Non-STEM"
"3267",1987,"Total",55,87,257,"Deaf education","Non-STEM"
"3268",1987,"Total",56,1219,3142,"Special school education","Non-STEM"
"3269",1987,"Total",57,379,3151,"Kindergarten education","Non-STEM"
"3270",1987,"Total",58,16163,6245,"Physical education","Non-STEM"
"3271",1987,"Total",59,3915,9260,"Pedagogy: Others","Non-STEM"
"3272",1987,"Total",60,3138,2936,"Fine arts","Non-STEM"
"3273",1987,"Total",61,4230,3122,"Design","Non-STEM"
"3274",1987,"Total",62,2474,18951,"Music","Non-STEM"
"3275",1987,"Total",63,6523,4155,"Fine arts: Others","Non-STEM"
"3276",1987,"Total",64,1924,1706,"Liberal arts","Non-STEM"
"3277",1987,"Total",65,939,521,"General science","Non-STEM"
"3278",1987,"Total",66,3982,2783,"Liberal arts (humanities and social sciene)","Non-STEM"
"3279",1987,"Total",67,7201,694,"Liberal arts (science)","Non-STEM"
"3280",1987,"National",1,4870,7786,"Literature","Non-STEM"
"3281",1987,"National",2,1107,828,"History","Non-STEM"
"3282",1987,"National",3,672,520,"Philosophy","Non-STEM"
"3283",1987,"National",4,4918,4986,"Humanities: Others","Non-STEM"
"3284",1987,"National",5,17153,3033,"Law and politics","Non-STEM"
"3285",1987,"National",6,33658,4110,"Commerce and economics","Non-STEM"
"3286",1987,"National",7,1094,363,"Sociology","Non-STEM"
"3287",1987,"National",8,2941,813,"Social sciences: Others","Non-STEM"
"3288",1987,"National",9,3901,946,"Mathematics","STEM"
"3289",1987,"National",10,4828,548,"Physics","STEM"
"3290",1987,"National",11,3606,1271,"Chemistry","STEM"
"3291",1987,"National",12,2588,1109,"Biology","STEM"
"3292",1987,"National",13,2076,333,"Geography","STEM"
"3293",1987,"National",14,3299,441,"Physical sciences: Others","STEM"
"3294",1987,"National",15,21552,107,"Mechanical engineering","STEM"
"3295",1987,"National",16,26463,924,"Telecommunications engineering","STEM"
"3296",1987,"National",17,15662,639,"Civil engineering","STEM"
"3297",1987,"National",18,18215,1486,"Applied chemistry","STEM"
"3298",1987,"National",19,2856,100,"Applied science","STEM"
"3299",1987,"National",20,747,11,"Nuclear engineering","STEM"
"3300",1987,"National",21,1341,36,"Mining engineering","STEM"
"3301",1987,"National",22,3886,65,"Metallurgical engineering","STEM"
"3302",1987,"National",23,1793,182,"Textile engineering","STEM"
"3303",1987,"National",24,448,7,"Marine engineering","STEM"
"3304",1987,"National",25,347,3,"Aeronautical engineering","STEM"
"3305",1987,"National",26,402,20,"Engineering management","STEM"
"3306",1987,"National",27,695,134,"Crafts","STEM"
"3307",1987,"National",28,12116,415,"Engineering: Others","STEM"
"3308",1987,"National",29,5474,1270,"Agricultural sciences","STEM"
"3309",1987,"National",30,4085,1211,"Agricultural chemistry","STEM"
"3310",1987,"National",31,3657,91,"Agricultural engineering","STEM"
"3311",1987,"National",32,797,156,"Agricultural economics","STEM"
"3312",1987,"National",33,2320,251,"Forestry","STEM"
"3313",1987,"National",34,556,119,"Forest products","STEM"
"3314",1987,"National",35,2598,876,"Veterinary medicine","STEM"
"3315",1987,"National",36,3447,340,"Fisheries science","STEM"
"3316",1987,"National",37,2298,661,"Agricultural sciences: Others","STEM"
"3317",1987,"National",38,23285,4444,"Medicine","Health"
"3318",1987,"National",39,4222,1034,"Dentistry","Health"
"3319",1987,"National",40,1814,2510,"Pharmacy","Health"
"3320",1987,"National",41,0,349,"Nursing","Health"
"3321",1987,"National",42,613,559,"Health: Others","Health"
"3322",1987,"National",43,1533,68,"Merchant marine","Non-STEM"
"3323",1987,"National",44,0,267,"Home economics","Non-STEM"
"3324",1987,"National",45,0,271,"Food science","Non-STEM"
"3325",1987,"National",46,0,272,"Clothing","Non-STEM"
"3326",1987,"National",47,0,141,"Housing","Non-STEM"
"3327",1987,"National",48,0,160,"Child","Non-STEM"
"3328",1987,"National",49,1650,1846,"Pedagogy","Non-STEM"
"3329",1987,"National",50,21023,28506,"Elementary school education","Non-STEM"
"3330",1987,"National",51,10107,8063,"Junior high school education","Non-STEM"
"3331",1987,"National",52,54,28,"High school education","Non-STEM"
"3332",1987,"National",53,2963,2719,"Specialized subjects education","Non-STEM"
"3333",1987,"National",54,37,84,"Visually impaired education","Non-STEM"
"3334",1987,"National",55,87,257,"Deaf education","Non-STEM"
"3335",1987,"National",56,1219,3142,"Special school education","Non-STEM"
"3336",1987,"National",57,379,3151,"Kindergarten education","Non-STEM"
"3337",1987,"National",58,502,148,"Physical education","Non-STEM"
"3338",1987,"National",59,1021,1975,"Pedagogy: Others","Non-STEM"
"3339",1987,"National",60,294,125,"Fine arts","Non-STEM"
"3340",1987,"National",61,130,75,"Design","Non-STEM"
"3341",1987,"National",62,329,671,"Music","Non-STEM"
"3342",1987,"National",63,427,311,"Fine arts: Others","Non-STEM"
"3343",1987,"National",64,525,294,"Liberal arts","Non-STEM"
"3344",1987,"National",65,667,437,"General science","Non-STEM"
"3345",1987,"National",66,3860,1033,"Liberal arts (humanities and social sciene)","Non-STEM"
"3346",1987,"National",67,6210,579,"Liberal arts (science)","Non-STEM"
"3347",1987,"Public",1,2726,6686,"Literature","Non-STEM"
"3348",1987,"Public",2,95,97,"History","Non-STEM"
"3349",1987,"Public",3,19,141,"Philosophy","Non-STEM"
"3350",1987,"Public",4,432,739,"Humanities: Others","Non-STEM"
"3351",1987,"Public",5,1945,416,"Law and politics","Non-STEM"
"3352",1987,"Public",6,11939,2076,"Commerce and economics","Non-STEM"
"3353",1987,"Public",7,226,692,"Sociology","Non-STEM"
"3354",1987,"Public",8,0,0,"Social sciences: Others","Non-STEM"
"3355",1987,"Public",9,196,32,"Mathematics","STEM"
"3356",1987,"Public",10,306,22,"Physics","STEM"
"3357",1987,"Public",11,219,86,"Chemistry","STEM"
"3358",1987,"Public",12,124,56,"Biology","STEM"
"3359",1987,"Public",13,119,11,"Geography","STEM"
"3360",1987,"Public",14,339,286,"Physical sciences: Others","STEM"
"3361",1987,"Public",15,1355,9,"Mechanical engineering","STEM"
"3362",1987,"Public",16,1391,38,"Telecommunications engineering","STEM"
"3363",1987,"Public",17,707,50,"Civil engineering","STEM"
"3364",1987,"Public",18,908,64,"Applied chemistry","STEM"
"3365",1987,"Public",19,207,6,"Applied science","STEM"
"3366",1987,"Public",20,0,0,"Nuclear engineering","STEM"
"3367",1987,"Public",21,0,0,"Mining engineering","STEM"
"3368",1987,"Public",22,432,5,"Metallurgical engineering","STEM"
"3369",1987,"Public",23,0,0,"Textile engineering","STEM"
"3370",1987,"Public",24,137,4,"Marine engineering","STEM"
"3371",1987,"Public",25,206,8,"Aeronautical engineering","STEM"
"3372",1987,"Public",26,244,9,"Engineering management","STEM"
"3373",1987,"Public",27,0,0,"Crafts","STEM"
"3374",1987,"Public",28,0,0,"Engineering: Others","STEM"
"3375",1987,"Public",29,339,82,"Agricultural sciences","STEM"
"3376",1987,"Public",30,226,78,"Agricultural chemistry","STEM"
"3377",1987,"Public",31,126,15,"Agricultural engineering","STEM"
"3378",1987,"Public",32,0,0,"Agricultural economics","STEM"
"3379",1987,"Public",33,167,18,"Forestry","STEM"
"3380",1987,"Public",34,0,0,"Forest products","STEM"
"3381",1987,"Public",35,95,83,"Veterinary medicine","STEM"
"3382",1987,"Public",36,0,0,"Fisheries science","STEM"
"3383",1987,"Public",37,0,0,"Agricultural sciences: Others","STEM"
"3384",1987,"Public",38,3375,829,"Medicine","Health"
"3385",1987,"Public",39,545,184,"Dentistry","Health"
"3386",1987,"Public",40,748,670,"Pharmacy","Health"
"3387",1987,"Public",41,0,99,"Nursing","Health"
"3388",1987,"Public",42,0,0,"Health: Others","Health"
"3389",1987,"Public",43,0,0,"Merchant marine","Non-STEM"
"3390",1987,"Public",44,0,909,"Home economics","Non-STEM"
"3391",1987,"Public",45,40,875,"Food science","Non-STEM"
"3392",1987,"Public",46,3,491,"Clothing","Non-STEM"
"3393",1987,"Public",47,68,154,"Housing","Non-STEM"
"3394",1987,"Public",48,1,245,"Child","Non-STEM"
"3395",1987,"Public",49,0,0,"Pedagogy","Non-STEM"
"3396",1987,"Public",50,0,0,"Elementary school education","Non-STEM"
"3397",1987,"Public",51,0,0,"Junior high school education","Non-STEM"
"3398",1987,"Public",52,0,0,"High school education","Non-STEM"
